Contest,Team,Institution,Performance
DUET 2025,BAUSTian_Inventors,BANGLADESH ARMY UNIVERSITY OF SCIENCE AND TECHNOLOGY,382.49001353049
DUET 2025,PUC_Hacking_Trio,PREMIER UNIVERSITY,374.8402132598802
DUET 2025,IST_Trying_Till_End,INSTITUTE OF SCIENCE AND TECHNOLOGY,367.3434089946826
DUET 2025,KUET_Shuttlers,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,359.9965408147889
DUET 2025,PrimeU_RESTART,PRIME UNIVERSITY,352.7966099984932
DUET 2025,PSTU_newbies,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,345.7406777985233
DUET 2025,MEC Algo Genius,MYMENSINGH ENGINEERING COLLEGE,338.82586424255277
DUET 2025,CCN_Flashback,CCN UNIVERSITY OF SCIENCE AND TECHNOLOGY,332.0493469577017
DUET 2025,DIU_CodeCrew,DHAKA INTERNATIONAL UNIVERSITY,325.4083600185477
DUET 2025,KiU_NewHorizon,KISHOREGANJ UNIVERSITY,318.90019281817666
DUET 2025,return VU;,VARENDRA UNIVERSITY,312.5221889618132
DUET 2025,The_Algo_Riders,SONARGAON UNIVERSITY,306.2717451825769
DUET 2025,PU Anonymous,PRESIDENCY UNIVERSITY,300.1463102789254
DUET 2025,DIIT_Loop_in_R,DAFFODIL INSTITUTE OF IT (DIIT),294.14338407334685
DUET 2025,BAUET_Bishonno,BANGLADESH ARMY UNIVERSITY OF ENGINEERING AND TECHNOLOGY,288.26051639187995
DUET 2025,TC_Phoenix,TEJGAON COLLEGE,282.4953060640423
DUET 2025,NEUB_SushiStack,NORTH EAST UNIVERSITY BANGLADESH,276.8453999427615
DUET 2025,UAP_Akatsuki,UNIVERSITY OF ASIA PACIFIC,271.30849194390623
DUET 2025,0xC00000FD,,265.8823221050281
DUET 2025,Rising Stars,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,260.5646756629275
DUET 2025,UITS_PathFinder,UNIVERSITY OF INFORMATION TECHNOLOGY & SCIENCES,255.353382149669
DUET 2025,SMUCT_BitClowns,SHANTO MARIAM UNIVERSITY OF CREATIVE TECHNOLOGY,250.24631450667556
DUET 2025,DUET_Avengers,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,245.2413882165421
DUET 2025,Code4Palestine,SOUTHEAST UNIVERSITY,240.33656045221124
DUET 2025,BAU_BiE_OutL&ers,BANGLADESH AGRICULTURAL UNIVERSITY,235.52982924316703
DUET 2025,BAIUST_TLE,BANGLADESH ARMY INTERNATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,188.46311427786628
DUET 2025,CIU_ChitPotangs,CHITTAGONG INDEPENDENT UNIVERSITY,184.6938519923089
DUET 2025,Beginner_of_CSTU,CHANDPUR SCIENCE AND TECHNOLOGY UNIVERSITY,180.99997495246274
DUET 2025,unBOUnded,,177.3799754534135
DUET 2025,ASCIICode,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,173.83237594434522
DUET 2025,PCIU_SEMICOLON,PORT CITY INTERNATIONAL UNIVERSITY,170.35572842545835
DUET 2025,TPP (The Praised Programmers),"IMPERIAL COLLEGE OF ENGINEERING, KHULNA",166.94861385694915
DUET 2025,TEAM Tomatoes,KHWAJA YUNUS ALI UNIVERSITY,163.6096415798102
DUET 2025,BU_neXT!me,BANGLADESH UNIVERSITY,160.33744874821397
DUET 2025,REC_RuntimeTerror,RANGPUR ENGINEERING COLLEGE,111.10818334225235
DUET 2025,SIU_Fighters,SYLHET INTERNATIONAL UNIVERSITY,108.8860196754073
DUET 2025,CityU_ThreeBytes,CITY UNIVERSITY,106.70829928189916
DUET 2025,Not_So_Intelligent,BANGLADESH UNIVERSITY OF PROFESSIONALS,104.57413329626117
DUET 2025,UGV_Team_404,UNIVERSITY OF GLOBAL VILLAGE,102.48265063033594
DUET 2025,UU_Brute_Force,UTTARA UNIVERSITY,100.43299761772921
DUET 2025,AUB_Gryffindor,ASIAN UNIVERSITY OF BANGLADESH,98.42433766537462
DUET 2025,DIC CodeBees,DAFFODIL INTERNATIONAL COLLEGE,0.0
DUET 2025,Code Bees of EUB,EUROPEAN UNIVERSITY OF BANGLADESH,0.0
DUET 2025,FU_Equilibrium,FENI UNIVERSITY,0.0
DUET 2025,Tech Cluder,CHATTOGRAM POLYTECHNIC INSTITUTE,0.0
DUET 2025,BBPI_CodeCrafters,BRAHMANBARIA POLYTECHNIC INSTITUTE,0.0
DUET 2025,Default Geeks,UNITED COLLEGE OF AVIATION SCIENCE AND MANAGEMENT,0.0
DUET 2025,RPSU_BlackList,R. P. SHAHA UNIVERSITY,0.0
DUET 2025,PublicFigure,PUNDRA UNIVERSITY OF SCIENCE AND TECHNOLOGY,0.0
DUET 2026,BUET_Silver_hawks,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,4000.0
DUET 2026,ektaComebackDorkar,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,3920.0
DUET 2026,BanKai,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,3621.895214141654
DUET 2026,IUT_Mathai_Noshto,ISLAMIC UNIVERSITY OF TECHNOLOGY,3549.457309858821
DUET 2026,BUET_GreyMatter,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,3478.4681636616447
DUET 2026,BUET_Supernova,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,3408.898800388412
DUET 2026,BRACU_team_er_naam_pore_decide_korbo,BRAC UNIVERSITY,3340.7208243806435
DUET 2026,KUET_Potol,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,3273.9064078930305
DUET 2026,RUET_জ্যোতিচাষি,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,3208.42827973517
DUET 2026,RU_Hashira_Coders,UNIVERSITY OF RAJSHAHI,3144.2597141404667
DUET 2026,DU_Artemis,UNIVERSITY OF DHAKA,3081.3745198576567
DUET 2026,IOI1,,
DUET 2026,GUBxTheSimpleTeam,GREEN UNIVERSITY OF BANGLADESH,2824.7146947423907
DUET 2026,whattt,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,2768.2204008475424
DUET 2026,bag::fumble(),NORTH SOUTH UNIVERSITY,2712.8559928305913
DUET 2026,JUST_ORIONS,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,2658.5988729739797
DUET 2026,wildflower.mp3,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,2605.4268955145003
DUET 2026,IUT_Purple,ISLAMIC UNIVERSITY OF TECHNOLOGY,2553.3183576042097
DUET 2026,MBSTU_Vangachora,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,2502.251990452126
DUET 2026,IUT_12th_ICT_FEST_2026,ISLAMIC UNIVERSITY OF TECHNOLOGY,2452.206950643083
DUET 2026,DU_Proloy,UNIVERSITY OF DHAKA,2403.1628116302213
DUET 2026,AUST_Simplexity,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2355.099555397617
DUET 2026,SUST_StuckOnDiv5A,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,2307.9975642896643
DUET 2026,JU_Twilight_Tray,JAHANGIRNAGAR UNIVERSITY,2261.8376130038714
DUET 2026,MIST_Jackdaw,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,2216.600860743794
DUET 2026,DU_Horcrux,UNIVERSITY OF DHAKA,2172.268843528918
DUET 2026,Eliminated,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,2128.8234666583394
DUET 2026,CU_DWIMIK,UNIVERSITY OF CHITTAGONG,2086.2469973251727
DUET 2026,BUET_ASYMPTOTES,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2044.5220573786692
DUET 2026,BUET_MST,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2003.6316162310957
DUET 2026,AUST_Tubelight,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,1963.5589839064737
DUET 2026,AIUB_Catalyst,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,1924.2878042283444
DUET 2026,KUET_Dragonite,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1745.9134403637538
DUET 2026,MU_Outliers,METROPOLITAN UNIVERSITY,1710.9951715564787
DUET 2026,IUBAT False flag,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,1676.7752681253492
DUET 2026,DU_KHELO_WAR,UNIVERSITY OF DHAKA,1643.2397627628422
DUET 2026,IUT_NotunKheloar,ISLAMIC UNIVERSITY OF TECHNOLOGY,1610.3749675075853
DUET 2026,Bracu_Moratorium,BRAC UNIVERSITY,1578.1674681574336
DUET 2026,DIU_JustInTime,DAFFODIL INTERNATIONAL UNIVERSITY,1546.604118794285
DUET 2026,CoU::return 13;,COMILLA UNIVERSITY,1515.672036418399
DUET 2026,DIU_295,DAFFODIL INTERNATIONAL UNIVERSITY,1485.3585956900313
DUET 2026,SEC_En_Passant,SYLHET ENGINEERING COLLEGE,1455.6514237762306
DUET 2026,JU_Break;,JAHANGIRNAGAR UNIVERSITY,1426.5383953007058
DUET 2026,JU_XLR8,JAHANGIRNAGAR UNIVERSITY,1398.0076273946916
DUET 2026,NSU_Joever,NORTH SOUTH UNIVERSITY,1370.047474846798
DUET 2026,PUST_All_Accepted,PABNA UNIVERSITY OF SCIENCE AND TECHNOLOGY,1342.646525349862
DUET 2026,SEC_HardCode,SYLHET ENGINEERING COLLEGE,1315.7935948428646
DUET 2026,AIUB_Inferius,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,1289.4777229460071
DUET 2026,ding_dong,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1263.688168487087
DUET 2026,EWU_ShaFaR,EAST WEST UNIVERSITY,1238.4144051173453
DUET 2026,IIUC_Reality_Check,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,1213.6461170149985
DUET 2026,Rebooters_NeU,NETROKONA UNIVERSITY,1189.3731946746987
DUET 2026,NullVoid,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1165.5857307812046
DUET 2026,RU_CoPrime,UNIVERSITY OF RAJSHAHI,1142.2740161655804
DUET 2026,Binary Bloom,RANGAMATI SCIENCE AND TECHNOLOGY UNIVERSITY,1119.4285358422687
DUET 2026,Team_Falcon,NOAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,1097.0399651254234
DUET 2026,BRACU_LastMinute,BRAC UNIVERSITY,1075.0991658229148
DUET 2026,penalty_chara_win,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1053.5971825064566
DUET 2026,KUET_NlogN,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1032.5252388563274
DUET 2026,MU_OneLastTry,METROPOLITAN UNIVERSITY,1011.8747340792008
DUET 2026,RUET_One_More_Submission,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,991.6372393976169
DUET 2026,MIU_Noobs,MANARAT INTERNATIONAL UNIVERSITY,971.8044946096644
DUET 2026,Jhalmuri,GOPALGANJ SCIENCE AND TECHNOLOGY UNIVERSITY (GSTU),952.3684047174712
DUET 2026,NUBTK $(^w^)$,NORTHERN UNIVERSITY OF BUSINESS AND TECHNOLOGY,933.3210366231217
DUET 2026,CoU_3_Green_No_Gray,COMILLA UNIVERSITY,914.6546158906593
DUET 2026,EWU_StarsNBars,EAST WEST UNIVERSITY,896.3615235728458
DUET 2026,CUET_Akatsuki,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,878.4342931013891
DUET 2026,French Fries,NATIONAL INSTITUTE OF TEXTILE ENGINEERING AND RESEARCH,860.8656072393613
DUET 2026,BU_TrieHards,UNIVERSITY OF BARISAL,770.142003040122
DUET 2026,UIU_Entropy,UNITED INTERNATIONAL UNIVERSITY,754.7391629793195
DUET 2026,IU_Semicolon,ISLAMIC UNIVERSITY,739.6443797197331
DUET 2026,BCS_Coders,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,724.8514921253384
DUET 2026,DUET_ASTronauts,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,710.3544622828317
DUET 2026,CoU_Unpredictable,COMILLA UNIVERSITY,696.147373037175
DUET 2026,DUWP,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,682.2244255764315
DUET 2026,Boycott_Eliminated,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,668.5799370649029
DUET 2026,BUBT_TorMuzZ,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,655.2083383236047
DUET 2026,GUB_Three_Hamba,GREEN UNIVERSITY OF BANGLADESH,642.1041715571326
DUET 2026,PSTU_Hope_The_Best,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,629.26208812599
DUET 2026,Jnu_Bug_Bish_Foron,JAGANNATH UNIVERSITY,616.6768463634702
DUET 2026,LU_Hufflepuff,LEADING UNIVERSITY,604.3433094362008
DUET 2026,MEC_Algo_Scholars,MYMENSINGH ENGINEERING COLLEGE,592.2564432474767
DUET 2026,Love_DZB,EASTERN UNIVERSITY,580.4113143825273
DUET 2026,Just_0neMoreTry,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,568.8030880948767
DUET 2026,PUC_2XOR1,PREMIER UNIVERSITY,498.57788935044266
DUET 2026,Just_Participants,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,488.60633156343374
DUET 2026,Commit_&_Pray,CCN UNIVERSITY OF SCIENCE AND TECHNOLOGY,478.83420493216505
DUET 2026,Bracu_KiloFlight,BRAC UNIVERSITY,469.2575208335218
DUET 2026,Free_Palestine,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,459.8723704168513
DUET 2026,No_Hotasha,NORTHERN UNIVERSITY BANGLADESH,450.67492300851427
DUET 2026,SEU_NoEscape,SOUTHEAST UNIVERSITY,441.66142454834403
DUET 2026,BGC Shinobis,BGC TRUST UNIVERSITY BANGLADESH,374.8402132598802
DUET 2026,IU_ZerOne,ISLAMIC UNIVERSITY,367.3434089946826
DUET 2026,JSTU_LastAndFurious,JAMALPUR SCIENCE AND TECHNOLOGY UNIVERSITY,359.9965408147889
DUET 2026,JUST_BitWarriors,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,352.7966099984932
DUET 2026,IUBAT_Enigma,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,345.7406777985233
DUET 2026,UAP_Coroutine,UNIVERSITY OF ASIA PACIFIC,338.82586424255277
DUET 2026,SMUCT_Seat No_Pai_Na,SHANTO MARIAM UNIVERSITY OF CREATIVE TECHNOLOGY,332.0493469577017
DUET 2026,EDU_Test2_Te_Bash,EAST DELTA UNIVERSITY,325.4083600185477
DUET 2026,UITS_Sacrificial_Pieces,UNIVERSITY OF INFORMATION TECHNOLOGY & SCIENCES,318.90019281817666
DUET 2026,JKKNIU Trifecta,JATIYA KABI KAZI NAZRUL ISLAM UNIVERSITY,312.5221889618132
DUET 2026,Compilation Error,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,306.2717451825769
DUET 2026,Grey_Coders,COMILLA UNIVERSITY,300.1463102789254
DUET 2026,IUB_BlackBit,"INDEPENDENT UNIVERSITY, BANGLADESH",294.14338407334685
DUET 2026,RPI_Dreamers,RANGPUR POLYTECHNIC INSTITUTE,288.26051639187995
DUET 2026,TC_Phoenix,TEJGAON COLLEGE,230.65645152942207
DUET 2026,MIST_ERS,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,226.04332249883365
DUET 2026,FEC_Default_System,FARIDPUR ENGINEERING COLLEGE,221.52245604885695
DUET 2026,SU_wrong_asnwer__bar_bar,SONARGAON UNIVERSITY,217.0920069278798
DUET 2026,DUET_ThreeDots,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,212.7501667893222
DUET 2026,BAU_BiE_StrayCoders,BANGLADESH AGRICULTURAL UNIVERSITY,208.49516345353575
DUET 2026,EDU_QUANTUM,EAST DELTA UNIVERSITY,204.325260184465
DUET 2026,PrimeU_On_The_Edge,PRIME UNIVERSITY,200.23875498077575
DUET 2026,DUET_Lucky_Losers,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,196.23397988116022
DUET 2026,CSTU_DhuliKona,CHANDPUR SCIENCE AND TECHNOLOGY UNIVERSITY,192.30930028353703
DUET 2026,DCC_CodeWave,DHAKA CITY COLLEGE,188.46311427786628
DUET 2026,Ace_Azimuth_Aviator,BANGLADESH OPEN UNIVERSITY,184.6938519923089
DUET 2026,ThreeNomads,BANGLADESH UNIVERSITY OF PROFESSIONALS,180.99997495246274
DUET 2026,IIUSTB_ZeroBug,INTERNATIONAL ISLAMI UNIVERSITY OF SCIENCE AND TECHNOLOGY BANGLADESH,177.3799754534135
DUET 2026,PrimeU_LastMinuteRegistration,PRIME UNIVERSITY,173.83237594434522
DUET 2026,Vincere_Aut_Mori,STAMFORD UNIVERSITY BANGLADESH,170.35572842545835
DUET 2026,Last_Selected,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,166.94861385694915
DUET 2026,PCIU_Accepted or Dead,PORT CITY INTERNATIONAL UNIVERSITY,163.6096415798102
DUET 2026,PrSTU_BitHub,PIROJPUR SCIENCE AND TECHNOLOGY UNIVERSITY,160.33744874821397
DUET 2026,IST_GiveUpAndDie,INSTITUTE OF SCIENCE AND TECHNOLOGY,157.13069977324966
DUET 2026,BIT_&_BYTE,KHWAJA YUNUS ALI UNIVERSITY,153.98808577778468
DUET 2026,TPI_Avengers,THAKURGAON POLYTECHNIC INSTITUTE,150.90832406222898
DUET 2026,Stack Overflow,BANGLADESH ARMY UNIVERSITY OF ENGINEERING AND TECHNOLOGY,104.57413329626117
DUET 2026,AlgoMaster,DAFFODIL POLYTECHNIC INSTITUTE,102.48265063033594
DUET 2026,"NAH, I'D WIN",BANGLADESH UNIVERSITY,100.43299761772921
DUET 2026,Aftermath Inc.,BANGLADESH ARMY INTERNATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,98.42433766537462
DUET 2026,TechnoBirds_28,NATIONAL INSTITUTE OF TEXTILE ENGINEERING AND RESEARCH,96.45585091206712
DUET 2026,ASHABE_AMUST,AHSANIA MISSION UNIVERSITY OF SCIENCE AND TECHNOLOGY,94.5267338938258
DUET 2026,DIIT_Team_Evolution,DAFFODIL INSTITUTE OF IT (DIIT),92.63619921594928
DUET 2026,PUB PrimeBits,PUNDRA UNIVERSITY OF SCIENCE AND TECHNOLOGY,90.78347523163029
DUET 2026,FU_Abaro_Error!,FENI UNIVERSITY,88.96780572699767
DUET 2026,DIU_DoT,DHAKA INTERNATIONAL UNIVERSITY,87.18844961245773
DUET 2026,Algo_Queens_PC_PPI,PABNA GOVERNMENT POLYTECHNIC INSTITUTE,0.0
DUET 2026,RuntimeTerror_PC_PPI,PABNA GOVERNMENT POLYTECHNIC INSTITUTE,0.0
DUET 2026,AUB_Trifecta,ASIAN UNIVERSITY OF BANGLADESH,0.0
ICPC 2024,SUST_Fanatics,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,4000.0
ICPC 2024,DU_Singularity,UNIVERSITY OF DHAKA,3920.0
ICPC 2024,DU_Primordius,UNIVERSITY OF DHAKA,3556.630495286233
ICPC 2024,CoU_LastRunForMemories,COMILLA UNIVERSITY,3485.4978853805083
ICPC 2024,IUT_CocolaChampionBiscuit,ISLAMIC UNIVERSITY OF TECHNOLOGY,3415.787927672898
ICPC 2024,BRACU_Crows,BRAC UNIVERSITY,3347.4721691194404
ICPC 2024,FaimDeSang,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,3280.5227257370516
ICPC 2024,998244353,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,3214.9122712223107
ICPC 2024,BUET_Quasar,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2876.1039532027557
ICPC 2024,IOI1,,2818.581874138701
ICPC 2024,DIU_Strygwyr,DAFFODIL INTERNATIONAL UNIVERSITY,2762.2102366559266
ICPC 2024,RUET_B_Team,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,2706.9660319228087
ICPC 2024,JU_the0dd1out,JAHANGIRNAGAR UNIVERSITY,2652.826711284352
ICPC 2024,SUST_Migrosena,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,2599.7701770586646
ICPC 2024,Code_Monkeys!,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,2547.7747735174917
ICPC 2024,BUET_hotasha,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2233.223053298143
ICPC 2024,SUST_UpsideDown,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,2188.5585922321798
ICPC 2024,Sust_Underprivileged_Kids,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,2144.7874203875363
ICPC 2024,BUET_Got_No_Rizz,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2101.8916719797853
ICPC 2024,KU_ErrorMakers,KHULNA UNIVERSITY,2059.8538385401894
ICPC 2024,JU_BinaryMosFet,JAHANGIRNAGAR UNIVERSITY,2018.6567617693859
ICPC 2024,RU_S_Cube,UNIVERSITY OF RAJSHAHI,1978.283626533998
ICPC 2024,JUST_FLARE,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,1938.717954003318
ICPC 2024,BUET_Harmonica,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1899.9435949232518
ICPC 2024,IU_Waving_Flag,ISLAMIC UNIVERSITY,1861.9447230247868
ICPC 2024,EWU_495_fanclub,EAST WEST UNIVERSITY,1824.7058285642909
ICPC 2024,BUET_Centurions,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1788.211711993005
ICPC 2024,PSTU : Returned From Breaking Point,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,1752.447477753145
ICPC 2024,Infinite_Tsukuyomi,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1717.3985281980817
ICPC 2024,RUET_a_bit_slower,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,1683.0505576341202
ICPC 2024,CU_Chunoputi,UNIVERSITY OF CHITTAGONG,1649.3895464814377
ICPC 2024,KUET_JINISH,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1616.401755551809
ICPC 2024,SEC_BinaryTernary,SYLHET ENGINEERING COLLEGE,1584.0737204407728
ICPC 2024,MIST_FrostByte_2.0,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,1552.3922460319575
ICPC 2024,SUST_Minions,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1521.3444011113183
ICPC 2024,BRACU_BugWhisperers,BRAC UNIVERSITY,1490.9175130890917
ICPC 2024,DU_Oblivion,UNIVERSITY OF DHAKA,1461.09916282731
ICPC 2024,Valo_Dekhe_Ekta_Nam,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1431.8771795707637
ICPC 2024,KUET_TheFamily,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1403.2396359793483
ICPC 2024,MBSTU_Novatos,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,1375.1748432597615
ICPC 2024,BU_BrainLess,UNIVERSITY OF BARISAL,1167.1176219300723
ICPC 2024,RU_DarkSoul$,UNIVERSITY OF RAJSHAHI,1143.7752694914707
ICPC 2024,AaduBhai 2.0,NOAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,1120.8997641016413
ICPC 2024,DIU_1000th_WA,DAFFODIL INTERNATIONAL UNIVERSITY,1098.4817688196085
ICPC 2024,KUET_Helicopter,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1076.5121334432165
ICPC 2024,JU_OneMoreZer0,JAHANGIRNAGAR UNIVERSITY,1054.981890774352
ICPC 2024,IUT_cgpa_matters,ISLAMIC UNIVERSITY OF TECHNOLOGY,1033.882252958865
ICPC 2024,We_don’t_test_We_pray,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,1013.2046078996876
ICPC 2024,DUET_RAD,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,992.9405157416937
ICPC 2024,DU_SHOMONNOYOKS,UNIVERSITY OF DHAKA,973.08170542686
ICPC 2024,Singularity,NETROKONA UNIVERSITY,953.6200713183229
ICPC 2024,IIUC_KiEktaObostha,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,934.5476698919563
ICPC 2024,MIST_ShopnoFeri,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,915.8567164941171
ICPC 2024,IUT_Eternatus,ISLAMIC UNIVERSITY OF TECHNOLOGY,897.5395821642347
ICPC 2024,DU_MMRB2,UNIVERSITY OF DHAKA,879.58879052095
ICPC 2024,DU_Zephyr,UNIVERSITY OF DHAKA,861.9970147105311
ICPC 2024,SEC_LATERALUS,SYLHET ENGINEERING COLLEGE,844.7570744163204
ICPC 2024,JU_WeKilledJohnWick'sDog,JAHANGIRNAGAR UNIVERSITY,827.861932927994
ICPC 2024,ValoDekheEktaNaam,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,811.3046942694341
ICPC 2024,IUT_Oikotaan,ISLAMIC UNIVERSITY OF TECHNOLOGY,795.0786003840454
ICPC 2024,Kuet_Sparta,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,779.1770283763644
ICPC 2024,DIU_SeMeawColon,DAFFODIL INTERNATIONAL UNIVERSITY,763.5934878088373
ICPC 2024,EDU_CoPRIME,EAST DELTA UNIVERSITY,748.3216180526605
ICPC 2024,IUBAT_LivingThings,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,733.3551856916073
ICPC 2024,MathJuniors,"BEGUM ROKEYA UNIVERSITY, RANGPUR",718.6880819777749
ICPC 2024,JUST_Triple_Helix,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,704.3143203382195
ICPC 2024,NSU_PyramidSchemers,NORTH SOUTH UNIVERSITY,690.2280339314551
ICPC 2024,BUBT_Sunday_Monday_Close,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,676.4234732528259
ICPC 2024,RU_Pegasus,UNIVERSITY OF RAJSHAHI,662.8950037877695
ICPC 2024,GreenU_Frogs,GREEN UNIVERSITY OF BANGLADESH,649.6371037120141
ICPC 2024,KU_Second_Team,KHULNA UNIVERSITY,636.6443616377737
ICPC 2024,JUST_Null_Pointers,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,623.9114744050183
ICPC 2024,BRACU_Badda Shorbohara Party,BRAC UNIVERSITY,611.4332449169179
ICPC 2024,EWU_Not_Worthy,EAST WEST UNIVERSITY,599.2045800185795
ICPC 2024,RUET_CrossGuild,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,587.2204884182079
ICPC 2024,BUET_Unwanted,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,575.4760786498438
ICPC 2024,BUET_Arekta_Team,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,563.9665570768469
ICPC 2024,SUSTy Coder,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,552.6872259353099
ICPC 2024,RecursiveRoot,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,541.6334814166037
