Contest,Team,Institution,Performance
ICPC 2025,JUST_TLE,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,131.59046291793393
ICPC 2025,DUWP,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,128.95865365957525
ICPC 2025,Superm4n_FanClub,PRIME UNIVERSITY,126.37948058638374
ICPC 2025,RUET_BACKUP_TEAM,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,123.85189097465606
ICPC 2025,PSTU_Array_Of_Hope,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,121.37485315516294
ICPC 2025,DIU_DividedByZero,DAFFODIL INTERNATIONAL UNIVERSITY,118.94735609205969
ICPC 2025,BUBT_Palestinians,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,116.56840897021847
ICPC 2025,Scholars_Byte_Brigade,INTERNATIONAL UNIVERSITY OF SCHOLARS,114.2370407908141
ICPC 2025,jeta_mone_hoy,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,111.95229997499781
ICPC 2025,Fukka_Kulle_Nezamin,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,109.71325397549788
ICPC 2025,IST_GhostCoders,INSTITUTE OF SCIENCE AND TECHNOLOGY,107.51898889598792
ICPC 2025,FEC_We_Coded_Without_Prompts,FARIDPUR ENGINEERING COLLEGE,105.36860911806816
ICPC 2025,EWU_Greedy_Gang,EAST WEST UNIVERSITY,103.26123693570679
ICPC 2025,Mama_DP_Mar,JATIYA KABI KAZI NAZRUL ISLAM UNIVERSITY,101.19601219699264
ICPC 2025,MIST_CrabCoders,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,99.17209195305279
ICPC 2025,UAP_Nightjars,UNIVERSITY OF ASIA PACIFIC,97.18865011399173
ICPC 2025,NSTU_NO_NAME,NOAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,95.2448771117119
ICPC 2025,HSTU_Arrival,HAJEE MOHAMMAD DANESH SCIENCE AND TECHNOLOGY UNIVERSITY,93.33997956947766
ICPC 2025,KU_Second_Team,KHULNA UNIVERSITY,91.4731799780881
ICPC 2025,Low_CG_Coders,NATIONAL INSTITUTE OF TEXTILE ENGINEERING AND RESEARCH,89.64371637852635
ICPC 2025,MIST_CodeCrafters_2.0,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,87.8508420509558
ICPC 2025,BUBT_NameNai,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,86.0938252099367
ICPC 2025,error_404,"UNIVERSITY OF FRONTIER TECHNOLOGY, BANGLADESH",84.37194870573796
ICPC 2025,PU_Dark_Walkers,PRESIDENCY UNIVERSITY,82.6845097316232
ICPC 2025,RU_Zero_Day_Hackers,UNIVERSITY OF RAJSHAHI,81.03081953699073
ICPC 2025,BRACU_DeluluDreamers,BRAC UNIVERSITY,79.41020314625091
ICPC 2025,UITS_Bangi_Valobashi,UNIVERSITY OF INFORMATION TECHNOLOGY & SCIENCES,77.8219990833259
ICPC 2025,RU_Dhaka_Jabo,UNIVERSITY OF RAJSHAHI,76.26555910165938
ICPC 2025,GSTU_299792458ms,GOPALGANJ SCIENCE AND TECHNOLOGY UNIVERSITY (GSTU),74.7402479196262
ICPC 2025,IST_team_10,INSTITUTE OF SCIENCE AND TECHNOLOGY,73.24544296123365
ICPC 2025,KU_ByteRunners,KHULNA UNIVERSITY,71.78053410200899
ICPC 2025,JUST_Lazy_Coders,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,70.34492341996881
ICPC 2025,SUST_Beginning_of_the_End,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,68.93802495156942
ICPC 2025,RU_Prime_Suspects,UNIVERSITY OF RAJSHAHI,67.55926445253803
ICPC 2025,DCC_Strivers,DHAKA CITY COLLEGE,66.20807916348728
ICPC 2025,wub_garbage_value,WORLD UNIVERSITY OF BANGLADESH,64.88391758021753
ICPC 2025,BRACU_Badda Shorbohara Party,BRAC UNIVERSITY,63.58623922861318
ICPC 2025,UAP_Akatsuki,UNIVERSITY OF ASIA PACIFIC,62.31451444404092
ICPC 2025,CityU_Segmentation_Fault,CITY UNIVERSITY,61.06822415516009
ICPC 2025,JU_Odd_Bits,JAHANGIRNAGAR UNIVERSITY,59.846859672056894
ICPC 2025,return 0,"UNIVERSITY OF FRONTIER TECHNOLOGY, BANGLADESH",58.64992247861576
ICPC 2025,HSTU__Newbies,HAJEE MOHAMMAD DANESH SCIENCE AND TECHNOLOGY UNIVERSITY,57.47692402904343
ICPC 2025,JKKNIU Picnic Team,JATIYA KABI KAZI NAZRUL ISLAM UNIVERSITY,56.32738554846257
ICPC 2025,JSTU_Undefined_Behavior,JAMALPUR SCIENCE AND TECHNOLOGY UNIVERSITY,55.20083783749331
ICPC 2025,EDU_ZeroIndexed,EAST DELTA UNIVERSITY,54.09682108074344
ICPC 2025,SEC_Gamma_Radiation,SYLHET ENGINEERING COLLEGE,53.014884659128576
ICPC 2025,BAUSTian_Inventors,,51.954586965946
ICPC 2025,IUBAT_RETURN_ZERO,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,50.91549522662709
ICPC 2025,Code Bees of EUB,EUROPEAN UNIVERSITY OF BANGLADESH,49.897185322094536
ICPC 2025,BUBT_Curly_Braces,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,48.899241615652656
ICPC 2025,CoU_PiRaTes,COMILLA UNIVERSITY,47.921256783339594
ICPC 2025,PSTU_Tenetune_3_jon,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,46.9628316476728
ICPC 2025,BU_Dynamic_Trio,UNIVERSITY OF BARISAL,46.02357501471935
ICPC 2025,IIUC_StrawHats,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,45.10310351442496
ICPC 2025,Sec_Porcupine_Tree,SYLHET ENGINEERING COLLEGE,44.20104144413646
ICPC 2025,IUT_sudorm-rf,ISLAMIC UNIVERSITY OF TECHNOLOGY,43.317020615253725
ICPC 2025,CoU_PretestPassed,COMILLA UNIVERSITY,42.45068020294866
ICPC 2025,GSTU_One_Last_Dance,GOPALGANJ SCIENCE AND TECHNOLOGY UNIVERSITY (GSTU),41.601666598889686
ICPC 2025,DU_Brute4ce,UNIVERSITY OF DHAKA,40.76963326691189
ICPC 2025,PiratesCoder,,39.954240601573645
ICPC 2025,JU_Not_Coders,JAHANGIRNAGAR UNIVERSITY,39.155155789542164
ICPC 2025,KiU_NewHorizon,KISHOREGANJ UNIVERSITY,38.372052673751334
ICPC 2025,IUB_Branch&Bound,"INDEPENDENT UNIVERSITY, BANGLADESH",37.6046116202763
ICPC 2025,BIT_&_BYTE,KHWAJA YUNUS ALI UNIVERSITY,36.85251938787077
ICPC 2025,NWU_SPARK,"NORTH WESTERN UNIVERSITY, KHULNA",36.11546900011336
ICPC 2025,RPI_Dreamers,RANGPUR POLYTECHNIC INSTITUTE,25.02674317499844
ICPC 2025,BUET_SyntaxError,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,24.52620831149847
ICPC 2025,EWU_Fall2022,EAST WEST UNIVERSITY,24.0356841452685
ICPC 2025,Team_Chronicle,NETROKONA UNIVERSITY,23.55497046236313
ICPC 2025,BAIUST_Semi_Army,BANGLADESH ARMY INTERNATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,23.083871053115868
ICPC 2025,Green_MK,GREEN UNIVERSITY OF BANGLADESH,22.62219363205355
ICPC 2025,DIU_INFINITY,DHAKA INTERNATIONAL UNIVERSITY,22.16974975941248
ICPC 2025,DIU_Anonymous,DAFFODIL INTERNATIONAL UNIVERSITY,21.72635476422423
ICPC 2025,segment_fault,NORTHERN UNIVERSITY BANGLADESH,21.291827668939742
ICPC 2025,IU_DeepCheck,ISLAMIC UNIVERSITY,20.86599111556095
ICPC 2025,RU_CurlyBraces,UNIVERSITY OF RAJSHAHI,20.448671293249728
ICPC 2025,BUBT_Mudbloods,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,20.03969786738473
ICPC 2025,AlgoFlare Â» SEU,SOUTHEAST UNIVERSITY,19.638903910037037
ICPC 2025,PUC_MinhazSir_Forever,PREMIER UNIVERSITY,19.2461258318363
ICPC 2025,BU_Trinity,UNIVERSITY OF BARISAL,18.861203315199567
ICPC 2025,IIUC_return_0,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,18.48397924889558
ICPC 2025,CIU_Undefined_Errors,CHITTAGONG INDEPENDENT UNIVERSITY,18.114299663917667
ICPC 2025,UAP_Sample_Passed,UNIVERSITY OF ASIA PACIFIC,17.752013670639315
ICPC 2025,AIUB_FinalVerse,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,17.396973397226528
ICPC 2025,AstralisPrime,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,17.049033929281997
ICPC 2025,PUC_MinhazSir_Remembered,PREMIER UNIVERSITY,16.708053250696356
ICPC 2025,CityU_ThreeBytes,CITY UNIVERSITY,16.37389218568243
ICPC 2025,IUS_Algo_Blancos,INTERNATIONAL UNIVERSITY OF SCHOLARS,16.046414341968777
ICPC 2025,TC_Griffins,TEJGAON COLLEGE,15.725486055129405
ICPC 2025,JU_Brainrot,JAHANGIRNAGAR UNIVERSITY,15.410976334026817
ICPC 2025,MEC_ALGO_SCHOLARS,MYMENSINGH ENGINEERING COLLEGE,15.102756807346276
ICPC 2025,KUET_Akatsuki,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,14.800701671199354
ICPC 2025,runtime_rebels,INTERNATIONAL UNIVERSITY OF SCHOLARS,14.504687637775366
ICPC 2025,Sagittarius A*,RANGPUR ENGINEERING COLLEGE,14.21459388501986
ICPC 2025,BUBT_Aslam_r_Gelam,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,13.930302007319462
ICPC 2025,DIU_Pawgrammers,DAFFODIL INTERNATIONAL UNIVERSITY,13.65169596717307
ICPC 2025,SUST_Innovara,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,13.37866204782961
ICPC 2025,UFTB_BitsBlitz,"UNIVERSITY OF FRONTIER TECHNOLOGY, BANGLADESH",13.111088806873017
ICPC 2025,BUBT_TorMuzZ,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,12.848867030735558
ICPC 2025,RU_TLE_Shikari,UNIVERSITY OF RAJSHAHI,12.591889690120846
ICPC 2025,CSTU-3-Billions,CHANDPUR SCIENCE AND TECHNOLOGY UNIVERSITY,12.34005189631843
ICPC 2025,It's_leviOsa,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,12.093250858392059
ICPC 2025,MBSTU_Dynamic_Trio,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,11.851385841224218
ICPC 2025,IUBAT PONCHASH PONCHASH,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,11.614358124399732
ICPC 2025,NSU_TLE,NORTH SOUTH UNIVERSITY,11.38207096191174
ICPC 2025,UGV_QUANTUM_SQUAD,UNIVERSITY OF GLOBAL VILLAGE,11.154429542673503
ICPC 2025,PSTU_Amortized,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,10.931340951820033
ICPC 2025,FU_Equilibrium,FENI UNIVERSITY,10.712714132783631
ICPC 2025,BAU_BiE_OutL&ers,BANGLADESH AGRICULTURAL UNIVERSITY,10.49845985012796
ICPC 2025,NSTU_DOT,NOAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,10.288490653125402
ICPC 2025,NEUB_Anomalies,NORTH EAST UNIVERSITY BANGLADESH,10.082720840062892
ICPC 2025,neXT!me,BANGLADESH UNIVERSITY,9.881066423261634
ICPC 2025,RPSU_Ternary_Troopers,R. P. SHAHA UNIVERSITY,9.6834450947964
ICPC 2025,BRUR_ONIRUDDHO,"BEGUM ROKEYA UNIVERSITY, RANGPUR",9.489776192900472
ICPC 2025,OpOperators_ustc,,9.299980669042462
ICPC 2025,PSTU_WormHole,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,9.113981055661615
ICPC 2025,TU_BLOODBORNE,TEESTA UNIVERSITY,8.931701434548382
ICPC 2025,VU_KRNfinity,VARENDRA UNIVERSITY,8.753067405857413
ICPC 2025,ICE_new_Epoch,"IMPERIAL COLLEGE OF ENGINEERING, KHULNA",8.578006057740264
ICPC 2025,Green_Xettabyte,GREEN UNIVERSITY OF BANGLADESH,8.40644593658546
ICPC 2025,Segmentation Fault,,8.23831701785375
ICPC 2025,Byte Bandits,SOUTHEAST UNIVERSITY,8.073550677496677
ICPC 2025,Team-Believers,NOAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,7.9120796639467414
ICPC 2025,ZHSUST_Orions,Z. H. SIKDER UNIVERSITY OF SCIENCE AND TECHNOLOGY,7.753838070667807
ICPC 2025,SIU_Algorithm_Avengers,SYLHET INTERNATIONAL UNIVERSITY,7.59876130925445
ICPC 2025,UCASM_Default_Geeks,,7.446786083069361
ICPC 2025,IST_tawakkul,INSTITUTE OF SCIENCE AND TECHNOLOGY,7.297850361407975
ICPC 2025,PSTU_bitForge,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,7.151893354179814
ICPC 2025,AUST_Bumblebee,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,7.008855487096219
ICPC 2025,SEU_Trident,SOUTHEAST UNIVERSITY,6.868678377354294
ICPC 2025,BAUET_Rong_Answer,BANGLADESH ARMY UNIVERSITY OF ENGINEERING AND TECHNOLOGY,6.731304809807209
ICPC 2025,DCC_Axions,DHAKA CITY COLLEGE,6.5966787136110625
ICPC 2025,EWU_2nd_Chance,EAST WEST UNIVERSITY,6.4647451393388415
ICPC 2025,NDUB_missing_semicolon,NOTRE DAME UNIVERSITY BANGLADESH,6.335450236552064
ICPC 2025,0Stack Overflow,BANGLADESH OPEN UNIVERSITY,6.2087412318210236
ICPC 2025,UU_Brute_Force,UTTARA UNIVERSITY,6.084566407184604
ICPC 2025,UIU_AlgoWarriors,UNITED INTERNATIONAL UNIVERSITY,5.962875079040911
ICPC 2025,Snowbell,STATE UNIVERSITY OF BANGLADESH,5.843617577460092
ICPC 2025,LU_LastFrame,LEADING UNIVERSITY,5.72674522591089
ICPC 2025,GSTU_ONE_LAST_RUN_SKBN,GOPALGANJ SCIENCE AND TECHNOLOGY UNIVERSITY (GSTU),5.612210321392672
ICPC 2025,TPI_Avengers,THAKURGAON POLYTECHNIC INSTITUTE,5.499966114964819
ICPC 2025,CBST_Humanoid AI,"COLLEGE OF BUSINESS SCIENCE AND TECHNOLOGY, MYMENSINGH",5.389966792665523
ICPC 2025,CCN Overclocked,CCN UNIVERSITY OF SCIENCE AND TECHNOLOGY,5.282167456812212
ICPC 2025,AIUB_!END,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,5.176524107675967
ICPC 2025,Green_Fun,GREEN UNIVERSITY OF BANGLADESH,5.0729936255224475
ICPC 2025,SSTU_SAM_Coder,,4.971533753011999
ICPC 2025,PCIU_Random,PORT CITY INTERNATIONAL UNIVERSITY,4.872103077951759
ICPC 2025,SUB_Innovators,SOUTHERN UNIVERSITY BANGLADESH,4.774661016392724
ICPC 2025,RISING_CODERS,BANGLADESH UNIVERSITY OF PROFESSIONALS,4.679167796064869
ICPC 2025,HUB_Newbies,HAMDARD UNIVERSITY BANGLADESH,4.585584440143571
ICPC 2025,Code Commandos,BANGLADESH UNIVERSITY OF PROFESSIONALS,0.0
ICPC 2025,Timeout Error GB,GONO BISHWABIDYALAY (GONO UNIVERSITY),0.0
ICPC 2025,BIST,,0.0
ICPC 2025,ADUST_AlgoKnights,,0.0
ICPC 2025,KKBAU_Code_Squad,,0.0
ICPC 2025,ISU_QUEENS,INTERNATIONAL STANDARD UNIVERSITY,0.0
ICPC 2025,TC_Binary_Brains,TEJGAON COLLEGE,0.0
ICPC 2025,Reserve1,,0.0
ICPC 2025,UCTC_bitsArmy,"UNIVERSITY OF CREATIVE TECHNOLOGY, CHITTAGONG",0.0
ICPC 2025,IUB_Botshos,"INDEPENDENT UNIVERSITY, BANGLADESH",0.0
ICPC 2025,PEC_Supermacy,PABNA ENGINEERING COLLEGE,0.0
ICPC 2025,PrSTU_OutputError,PIROJPUR SCIENCE AND TECHNOLOGY UNIVERSITY,0.0
ICPC 2025,DCSC_CodeGeass,"DELTA COMPUTER SCIENCE COLLEGE, RANGPUR",0.0
ICPC 2025,AUB_Return_0,ASIAN UNIVERSITY OF BANGLADESH,0.0
ICPC 2025,Root@Linux,MANARAT INTERNATIONAL UNIVERSITY,0.0
ICPC 2025,STAMFORD_SPARTANS,STAMFORD UNIVERSITY BANGLADESH,0.0
ICPC 2025,BRIU_Redox_3,,0.0
ICPC 2025,DIIT_Wrong_Answer,DAFFODIL INSTITUTE OF IT (DIIT),0.0
ICPC 2025,The_Logic_Builders,,0.0
ICPC 2025,RU_New_Coders,UNIVERSITY OF RAJSHAHI,0.0
ICPC 2025,UCSI_QuantumGlitch,,0.0
ICPC 2025,ShEC_404_Brain_Not_Found,,0.0
ICPC 2025,Code Dragon,SHANTO MARIAM UNIVERSITY OF CREATIVE TECHNOLOGY,0.0
ICPC 2025,nullset,UNIVERSITY OF LIBERAL ARTS BANGLADESH,0.0
ICPC 2025,TEC_MRK,TMSS ENGINEERING COLLEGE,0.0
IUT 2024,SUST_Ikhwan,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,4000.0
IUT 2024,BRACU Crows,BRAC UNIVERSITY,3920.0
IUT 2024,DU_Void,UNIVERSITY OF DHAKA,3841.5999999999995
IUT 2024,InfiniteTsukuyomi,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,3485.4978853805083
IUT 2024,SUST Titanium,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,3415.787927672898
IUT 2024,JU_the0dd1out,JAHANGIRNAGAR UNIVERSITY,3055.8100294124433
IUT 2024,CoU_LastRunForMemories,COMILLA UNIVERSITY,2994.693828824194
IUT 2024,RUET_halfByte,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,2934.7999522477103
IUT 2024,IUT_Shongshoptok,ISLAMIC UNIVERSITY OF TECHNOLOGY,2876.1039532027557
IUT 2024,BUET_Lost_Sailors,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,2818.581874138701
IUT 2024,Parabellum,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,2470.595942923373
IUT 2024,Code_monkeys!,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,2421.184024064906
IUT 2024,RU_Redemption,UNIVERSITY OF RAJSHAHI,2372.7603435836077
IUT 2024,AUST_RedX,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,2013.7733199429829
IUT 2024,SUST_amoron_ONOSHON,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,1973.4978535441235
IUT 2024,KU_ErrorMakers,KHULNA UNIVERSITY,1934.027896473241
IUT 2024,BUET_got_no_rizz,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1895.347338543776
IUT 2024,PSTU : MoonCalves,PATUAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,1857.4403917729005
IUT 2024,MBSTU_Novatos,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,1820.2915839374425
IUT 2024,RUET_Onirban,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,1783.8857522586936
IUT 2024,RU_PinPoint,UNIVERSITY OF RAJSHAHI,1748.2080372135197
IUT 2024,EWU_Constant_Factor,EAST WEST UNIVERSITY,1713.2438764692492
IUT 2024,JUST_LIMITLESS,JASHORE UNIVERSITY OF SCIENCE AND TECHNOLOGY,1678.9789989398641
IUT 2024,IIUC_Big_Brothers,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,1645.399418961067
IUT 2024,DU_3Musketeers,UNIVERSITY OF DHAKA,1316.5937398453348
IUT 2024,LU_dAREdevils,LEADING UNIVERSITY,1290.261865048428
IUT 2024,JnuXTeam,JAGANNATH UNIVERSITY,1264.4566277474594
IUT 2024,IUT_Random,ISLAMIC UNIVERSITY OF TECHNOLOGY,1239.1674951925104
IUT 2024,IUBAT_eL3ctr0Ns,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,1214.38414528866
IUT 2024,Dracarys,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1190.0964623828868
IUT 2024,RU_3Gen,UNIVERSITY OF RAJSHAHI,1166.2945331352291
IUT 2024,DIU_1000th_WA,DAFFODIL INTERNATIONAL UNIVERSITY,1142.9686424725244
IUT 2024,SEC_LATERALUS,SYLHET ENGINEERING COLLEGE,1120.109269623074
IUT 2024,AUST_Shunno7,AHSANULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,1097.7070842306125
IUT 2024,IUT_Focus_Blast,ISLAMIC UNIVERSITY OF TECHNOLOGY,1075.7529425460002
IUT 2024,Kuet_Sparta,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,1054.2378836950802
IUT 2024,BUBT_AlphaQForces2.0,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,1033.1531260211787
IUT 2024,IUT_Doibochoyon,ISLAMIC UNIVERSITY OF TECHNOLOGY,1012.490063500755
IUT 2024,Skadooosh,COMILLA UNIVERSITY,992.2402622307399
IUT 2024,BRACU_Hollows,BRAC UNIVERSITY,972.3954569861252
IUT 2024,DU_Cypherpunks,UNIVERSITY OF DHAKA,952.9475478464025
IUT 2024,IIUC_SuddenPlan,INTERNATIONAL ISLAMIC UNIVERSITY CHITTAGONG,933.8885968894745
IUT 2024,LateForSubmission,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,915.2108249516848
IUT 2024,IUBAT_Potato_Mind,INTERNATIONAL UNIVERSITY OF BUSINESS AGRICULTURE & TECHNOLOGY,896.9066084526513
IUT 2024,BAUET_Twisted_Minds,BANGLADESH ARMY UNIVERSITY OF ENGINEERING AND TECHNOLOGY,878.9684762835983
IUT 2024,JU_BinaryMosFet,JAHANGIRNAGAR UNIVERSITY,861.3891067579261
IUT 2024,IST_neverGiveUp,INSTITUTE OF SCIENCE AND TECHNOLOGY,844.1613246227676
IUT 2024,BUET_Surge,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,827.2780981303123
IUT 2024,NSU_SigmaQ,NORTH SOUTH UNIVERSITY,810.7325361677059
IUT 2024,MBSTU_Lazy_Programmer,MAWLANA BHASHANI SCIENCE & TECHNOLOGY UNIVERSITY,794.5178854443519
IUT 2024,IU Fortuitous,ISLAMIC UNIVERSITY,778.6275277354649
IUT 2024,IUT_Pounopunik,ISLAMIC UNIVERSITY OF TECHNOLOGY,763.0549771807556
IUT 2024,UIU_Dhur_Chata,UNITED INTERNATIONAL UNIVERSITY,747.7938776371404
IUT 2024,MIST_potato_coders,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,518.1947193708652
IUT 2024,JU_White_Glint,JAHANGIRNAGAR UNIVERSITY,507.8308249834479
IUT 2024,BRACU_HAUNTED,BRAC UNIVERSITY,497.6742084837789
IUT 2024,MIST_decoders,MILITARY INSTITUTE OF SCIENCE & TECHNOLOGY,487.72072431410334
IUT 2024,BRUR_Kuhelika,"BEGUM ROKEYA UNIVERSITY, RANGPUR",477.9663098278212
IUT 2024,NSU_BetaQ,NORTH SOUTH UNIVERSITY,468.4069836312648
IUT 2024,KUET_Ekabingsho,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,459.0388439586396
IUT 2024,DU Achilles,UNIVERSITY OF DHAKA,449.85806707946665
IUT 2024,IUB_NerdHerd,"INDEPENDENT UNIVERSITY, BANGLADESH",440.86090573787743
IUT 2024,RUET_KichuEkta,RAJSHAHI UNIVERSITY OF ENGINEERING & TECHNOLOGY,432.0436876231198
IUT 2024,BUET_Dauntless,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,423.40281387065744
IUT 2024,Cu_cu_cu_mbers,UNIVERSITY OF CHITTAGONG,414.93475759324417
IUT 2024,KUET_Helicopters,KHULNA UNIVERSITY OF ENGINEERING & TECHNOLOGY,406.63606244137935
IUT 2024,PU_LateCoders,PRIME UNIVERSITY,398.5033411925518
IUT 2024,IUT_anything_works,ISLAMIC UNIVERSITY OF TECHNOLOGY,390.5332743687007
IUT 2024,GUB_FlightNo:MH370,GREEN UNIVERSITY OF BANGLADESH,382.7226088813267
IUT 2024,ValaNamFaileDimu,METROPOLITAN UNIVERSITY,375.06815670370014
IUT 2024,BUET_bitAbyte,BANGLADESH UNIVERSITY OF ENGINEERING AND TECHNOLOGY,367.5667935696261
IUT 2024,SUST_RETROSPECT,SHAHJALAL UNIVERSITY OF SCIENCE & TECHNOLOGY,360.21545769823365
IUT 2024,NSTU_Eternity,NOAKHALI SCIENCE & TECHNOLOGY UNIVERSITY,353.01114854426896
IUT 2024,IUT_INVICTUS,ISLAMIC UNIVERSITY OF TECHNOLOGY,345.95092557338353
IUT 2024,Agni Bina,JATIYA KABI KAZI NAZRUL ISLAM UNIVERSITY,339.03190706191583
IUT 2024,BUBT_Error_List,BANGLADESH UNIVERSITY OF BUSINESS AND TECHNOLOGY,332.25126892067755
IUT 2024,Cstu_Dhuli_Kona,CHANDPUR SCIENCE AND TECHNOLOGY UNIVERSITY,325.606243542264
IUT 2024,IUT_DontCare,ISLAMIC UNIVERSITY OF TECHNOLOGY,319.0941186714187
IUT 2024,UAP_Amogus,UNIVERSITY OF ASIA PACIFIC,312.7122362979903
IUT 2024,SEU_LostSeekers,SOUTHEAST UNIVERSITY,306.4579915720305
IUT 2024,Still Alive,DHAKA UNIVERSITY OF ENGINEERING & TECHNOLOGY,300.32883174058986
IUT 2024,IUT_RedOven,ISLAMIC UNIVERSITY OF TECHNOLOGY,294.3222551057781
IUT 2024,BAIUST_Auditorium,BANGLADESH ARMY INTERNATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,288.43581000366254
IUT 2024,SMUCT_WA_Once_Again,SHANTO MARIAM UNIVERSITY OF CREATIVE TECHNOLOGY,282.6670938035893
IUT 2024,BSMRU_NewHorizon,KISHOREGANJ UNIVERSITY,277.01375192751743
IUT 2024,SIU_Wizards,SYLHET INTERNATIONAL UNIVERSITY,271.4734768889671
IUT 2024,AIUB_TripleThrives,AMERICAN INTERNATIONAL UNIVERSITY-BANGLADESH,266.0440073511878
IUT 2024,NEUB_BELIEVERS,NORTH EAST UNIVERSITY BANGLADESH,260.72312720416403
IUT 2024,HSTU_Ojeyo,HAJEE MOHAMMAD DANESH SCIENCE AND TECHNOLOGY UNIVERSITY,255.5086646600807
IUT 2024,IUT_bitsHunter,ISLAMIC UNIVERSITY OF TECHNOLOGY,250.3984913668791
IUT 2024,UU_3bitz,UTTARA UNIVERSITY,245.39052153954154
IUT 2024,Rebooters_SHU,NETROKONA UNIVERSITY,240.48271110875072
IUT 2024,BAUSTian_Puzzle,BANGLADESH ARMY UNIVERSITY OF SCIENCE AND TECHNOLOGY,235.67305688657567
IUT 2024,CUET_KnockingTheDoor,CHITTAGONG UNIVERSITY OF ENGINEERING AND TECHNOLOGY,230.95959574884418
IUT 2024,Orimura,BANGLADESH UNIVERSITY OF PROFESSIONALS,226.34040383386727
IUT 2024,ULAB_Anonymous,UNIVERSITY OF LIBERAL ARTS BANGLADESH,221.81359575718992
IUT 2024,UITS_ACES,UNIVERSITY OF INFORMATION TECHNOLOGY & SCIENCES,217.3773238420461
